grain;bullet;load;group_A;group_B;group_C;group_D;group_E
175;Speer GS;48.4;HOGDON H4831;-1,4;-2,2;-1,2;1,2;3,3
175;Speer GS;47.9;HOGDON H4831;3,0;2,0;1,-6;-3,2;-3,-1
175;Speer GS;47.4;HOGDON H4831;-1,2;2,6;2,-5;-2,4;-1,3
175;Speer GS;46.9;HOGDON H4831;-2,5;2,2;-1,5;-3,1;-2,7
168;Nosler HPBT;43.0;HOGDON H4831;-1,-2;-1,-2;-1,-2
168;Nosler HPBT;43.5;HOGDON H4831;-1,-2;-1,-2;-1,-2
168;Nosler HPBT;44.0;HOGDON H4831;-1,-2;-1,-2;-1,-2
168;Nosler HPBT;44.5;HOGDON H4831;-1,1;-1,1;-1,1
168;Nosler HPBT;45.0;HOGDON H4831;-1,0;-1,-1;0,0
168;Nosler HPBT;45.5;HOGDON H4831;-1,-2;-1,1;0,-3
